PassengerId,HomePlanet,CryoSleep,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,deck,num,side,Transported
0082_03,2,0,8.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,16,0,True
0084_01,0,0,24.0,7.727417232257756,-20.0,-20.0,-20.0,3.0437121565820573,6,14,1,True
0085_01,1,1,40.0,-20.0,-20.0,-20.0,-20.0,-20.0,2,5,1,True
0086_01,0,0,43.0,6.136300720691038,-20.0,-20.0,7.623011841823373,7.323470710362994,5,17,0,False
0088_01,2,1,45.0,-20.0,-20.0,-20.0,-20.0,-20.0,4,5,1,True
0090_01,0,1,35.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,15,1,True
0091_01,0,1,26.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,16,1,True
0091_02,0,0,27.0,0.0,7.745441157723428,3.7464164736959065,5.9859074961098955,-20.0,5,20,1,False
0092_01,0,0,19.0,-20.0,-20.0,7.690687329443782,0.0,3.8563469108065487,6,9,0,False
0092_02,0,1,0.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,9,0,True
0092_03,0,1,3.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,9,0,True
0097_01,1,0,54.0,-20.0,8.518937562308372,-20.0,1.1293461709907573,7.620845415605456,0,2,1,False
0098_01,0,0,26.0,-20.0,8.031974143494072,1.6759677346873627,3.784142300054421,-20.0,6,11,0,False
0098_02,0,0,26.0,-20.0,9.749045638511435,8.188735368604567,-20.0,5.0037966537253915,6,11,0,True
0099_01,0,0,23.0,6.648208342115347,7.073935467893695,7.357681103977909,3.9574219454043877,-20.0,5,19,0,False
0099_02,0,1,2.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,12,0,True
0101_01,2,1,31.0,-20.0,-20.0,-20.0,-20.0,-20.0,3,4,0,True
0102_01,0,0,18.0,-20.0,-20.0,-20.0,7.988775606082559,5.060057623328745,5,23,1,False
0103_01,0,0,24.0,-20.0,1.4354692507258628,-20.0,-20.0,3.0437121565820573,5,24,1,True
0103_02,0,1,9.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,18,1,True
0103_03,0,1,6.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,18,1,False
0105_01,0,1,27.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,21,0,False
0107_01,2,0,21.0,9.046570632991862,1.6759677346873627,3.0437121565820573,-20.0,-20.0,3,2,1,False
0108_01,0,1,23.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,19,1,False
0108_02,0,0,31.0,7.448385935112093,-20.0,6.711044795450919,-20.0,-20.0,6,19,1,False
0108_03,0,0,0.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,19,1,True
0110_01,1,0,32.0,-20.0,7.018994847861691,1.874470954528848,10.251303804762504,7.8730608937924105,0,3,1,False
0110_02,1,1,40.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,5,0,False
0110_03,1,0,42.0,9.392720267198586,11.908728414709916,-20.0,9.14733411237612,7.129887708930768,1,5,0,True
0110_04,1,1,28.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,5,0,True
0111_01,1,1,29.0,-20.0,-20.0,-20.0,-20.0,-20.0,4,6,1,True
0112_01,1,0,48.0,-20.0,9.59688595385359,5.0037966537253915,3.0437121565820573,2.7366859571119715,1,1,1,True
0113_01,0,0,64.0,-20.0,-20.0,7.944271882705607,-20.0,-20.0,5,23,0,True
0114_01,0,0,27.0,4.929908716023831,5.752831025939267,7.080261904303577,6.294132284477885,0.0,6,20,1,False
0115_01,2,1,26.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,24,0,True
0116_01,1,0,33.0,0.0,9.402006468747265,-20.0,2.6458725068107314,6.999086104555532,3,4,0,True
0119_01,1,0,39.0,-20.0,9.480026937884112,-20.0,4.641983560003917,11.114738485984986,0,0,0,False
0119_02,1,1,13.0,-20.0,-20.0,-20.0,-20.0,-20.0,0,0,0,True
0120_01,2,1,24.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,25,0,True
0122_01,0,0,29.0,-20.0,-20.0,-20.0,7.749416436768405,4.802278605744819,6,21,1,False
0123_01,0,0,18.0,4.43701357811497,7.531426368152263,4.296280880781338,-20.0,0.0,5,27,0,False
0126_01,2,1,67.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,27,1,True
0127_01,2,0,35.0,7.753380924984435,-20.0,6.5824240200689506,-20.0,3.49237886176038,4,7,1,False
0128_01,2,0,61.0,9.485676203118569,6.743443037529649,2.322463480678089,6.6694678331806,0.7052984768275498,3,3,1,False
0128_02,2,0,45.0,9.32053964896839,1.874470954528848,-20.0,-20.0,-20.0,4,8,1,False
0129_01,0,1,22.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,22,1,True
0133_01,2,1,19.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,29,1,True
0133_02,2,0,36.0,9.709932688265235,-20.0,-20.0,-20.0,-20.0,3,5,1,False
0134_01,0,0,19.0,-20.0,2.8210907216764523,7.8096894200780875,-20.0,-20.0,6,17,0,True
0136_01,0,0,47.0,5.140191550360599,7.04511358536672,5.471148211193208,3.49237886176038,4.43701357811497,6,23,1,False
0138_01,0,1,13.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,18,0,True
0138_02,0,0,34.0,-20.0,3.342702213357759,-20.0,7.453261752632484,6.1113011069345955,4,5,0,False
0139_01,1,1,35.0,-20.0,-20.0,-20.0,-20.0,-20.0,2,6,1,True
0140_01,0,1,24.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,19,0,True
0140_02,0,0,26.0,7.114564254783789,-20.0,-20.0,-20.0,7.1807912046021665,5,29,0,False
0141_01,2,0,31.0,3.4444774760849572,-20.0,5.140191550360599,-20.0,-20.0,5,30,0,False
0144_01,0,0,20.0,-20.0,7.051569048981273,6.1300932988299435,-20.0,-20.0,5,31,1,True
0146_01,0,0,56.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,25,1,False
0147_01,0,1,50.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,26,1,True
0148_01,2,0,42.0,8.349129964941655,-20.0,2.4403690860392695,-20.0,4.835372329334334,5,31,0,False
0149_01,0,1,3.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,27,1,True
0151_01,0,1,38.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,20,0,False
0152_01,0,0,41.0,-20.0,-20.0,-20.0,-20.0,7.5543030263557895,5,32,0,False
0160_01,0,0,22.0,10.322819815365103,-20.0,-20.0,-20.0,4.5638528693393905,6,22,0,False
0163_01,1,1,26.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,8,0,True
0163_02,1,1,17.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,8,0,True
0164_01,0,0,57.0,4.3208358131731455,9.000041392463592,-20.0,7.198333100381925,5.559166322221866,6,28,1,True
0164_02,0,1,17.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,28,1,False
0165_01,2,1,35.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,37,0,True
0167_01,2,1,13.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,35,1,True
0167_02,2,0,27.0,8.693704948539423,-20.0,4.271245188779983,3.342702213357759,5.577967076896121,5,35,1,False
0169_01,0,1,31.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,23,0,False
0170_01,0,0,24.0,-20.0,-20.0,-20.0,6.196882329514484,7.460544767882845,4,10,1,False
0171_01,0,1,19.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,30,1,True
0172_01,0,1,32.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,24,0,True
0173_01,0,1,58.0,-20.0,-20.0,-20.0,-20.0,-20.0,4,11,1,True
0174_01,0,0,21.0,6.541416091099892,-20.0,2.9739670999406997,5.355074308645604,5.892971785566455,5,38,0,False
0177_01,1,0,38.0,-20.0,11.751819668247734,0.0,12.343803190147,9.326106494381063,1,2,1,False
0178_01,2,0,38.0,10.039532636081995,-20.0,5.7852466166623815,3.6258747479535396,5.398457611132832,3,6,1,False
0179_01,0,0,19.0,0.0,6.184977279635322,7.696873589996491,0.7052984768275498,2.5475640831566606,6,26,0,True
0179_02,0,0,0.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,26,0,False
0179_03,0,0,3.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,26,0,True
0181_01,0,0,20.0,-20.0,-20.0,1.1293461709907573,6.595830416022155,5.073755522485841,6,27,0,False
0182_01,1,1,24.0,-20.0,-20.0,-20.0,-20.0,-20.0,2,3,0,True
0183_01,0,0,37.0,3.0437121565820573,5.6594674438227015,7.070761685836449,-20.0,6.260584902391175,5,36,1,True
0186_01,0,0,25.0,4.583832042146423,-20.0,-20.0,-20.0,8.18726187141789,6,28,0,False
0188_01,0,1,56.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,31,1,True
0189_01,0,0,49.0,4.959964307098966,1.1293461709907573,6.989026161404254,6.079398116160177,5.153087375670809,4,8,0,False
0190_01,0,1,11.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,32,1,False
0192_01,0,1,1.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,29,0,True
0192_02,0,0,8.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,29,0,False
0192_03,0,0,39.0,-20.0,-20.0,2.4403690860392695,8.099190749339177,-20.0,6,29,0,False
0193_01,2,1,2.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,41,0,True
0193_02,2,0,23.0,6.460508376024121,-20.0,2.1913894413569,8.349129964941655,-20.0,5,41,0,False
0193_03,2,0,0.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,41,0,True
0195_01,2,0,39.0,7.0057533822051585,-20.0,8.049876311674678,-20.0,-20.0,5,42,0,True
0196_01,2,0,25.0,8.322447644586383,-20.0,7.788585460685653,-20.0,2.043720593757007,3,5,0,False
0197_01,1,0,36.0,-20.0,8.210664036322544,-20.0,7.928547659038025,7.4797886312401305,2,5,0,False
0198_01,0,1,52.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,30,0,True
0199_01,0,1,18.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,33,1,False
0200_01,0,1,15.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,31,0,True
0201_01,1,1,35.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,3,1,True
0201_02,1,1,47.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,3,1,True
0202_01,1,1,45.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,9,0,True
0202_02,1,0,3.0,-20.0,9.535008563201005,8.160485474543918,8.067563990743762,7.123778051580781,0,2,0,True
0203_01,1,1,51.0,-20.0,-20.0,-20.0,-20.0,-20.0,2,8,1,True
0205_01,0,0,29.0,-20.0,0.7052984768275498,4.660801781619412,-20.0,7.761277768240948,6,34,1,False
0206_01,1,0,3.0,0.7052984768275498,9.02728506740759,2.6458725068107314,8.417614713358061,5.4300952700274445,2,9,1,True
0207_01,0,1,19.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,32,0,False
0210_01,1,1,24.0,-20.0,-20.0,-20.0,-20.0,-20.0,3,6,0,True
0211_01,2,0,29.0,8.105435718089655,0.0,5.577967076896121,-20.0,-20.0,5,44,0,True
0211_02,2,1,11.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,44,0,True
0211_03,2,0,17.0,8.018816584452289,-20.0,6.630965650800669,5.943798646875966,-20.0,5,44,0,False
0212_01,0,0,13.0,6.013276496046069,-20.0,-20.0,4.3449285610545125,7.82673278458903,4,9,0,False
0212_02,0,0,35.0,5.668226469882656,5.9859074961098955,-20.0,2.4403690860392695,6.941113647812079,5,45,0,False
0213_01,0,0,21.0,6.869729778617587,6.513393145074538,-20.0,-20.0,5.6594674438227015,5,46,0,False
0216_01,0,0,21.0,-20.0,4.459039421626046,-20.0,-20.0,9.185855356894992,5,40,1,False
0217_01,0,0,38.0,8.845579929148096,-20.0,-20.0,3.58295291362733,-20.0,5,47,0,False
0219_01,0,1,19.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,36,0,True
0220_01,0,1,2.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,37,0,True
0220_02,0,0,0.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,37,0,True
0220_03,0,1,13.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,37,0,False
0220_04,0,0,25.0,5.4300952700274445,4.959964307098966,4.3449285610545125,-20.0,-20.0,4,10,0,False
0220_05,0,0,16.0,-20.0,1.1293461709907573,-20.0,-20.0,8.38441058170209,5,48,0,False
0220_06,0,0,1.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,37,0,False
0220_07,0,1,15.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,37,0,True
0221_01,2,0,21.0,9.411237277156248,-20.0,5.398457611132832,-20.0,-20.0,4,13,1,False
0221_02,2,0,23.0,8.527177841218746,4.899148479804181,0.0,0.7052984768275498,-20.0,4,13,1,False
0221_03,2,0,33.0,9.197225788406458,2.6458725068107314,5.9859074961098955,0.0,-20.0,4,13,1,False
0221_04,2,1,21.0,-20.0,-20.0,-20.0,-20.0,-20.0,4,13,1,True
0221_05,2,0,41.0,8.544684766634271,-20.0,6.604697203383337,4.138118690288648,8.282889538490855,4,13,1,False
0221_06,2,0,16.0,8.125551713657039,-20.0,6.196882329514484,6.271858027858028,-20.0,4,13,1,False
0221_07,2,1,42.0,-20.0,-20.0,-20.0,-20.0,-20.0,4,13,1,False
0222_01,2,0,20.0,8.736194975936778,-20.0,-20.0,2.5475640831566606,-20.0,5,41,1,False
0222_02,2,1,24.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,41,1,True
0222_03,2,1,16.0,-20.0,-20.0,-20.0,-20.0,-20.0,4,14,1,True
0223_01,0,0,21.0,-20.0,0.7052984768275498,7.68031817892558,-20.0,2.322463480678089,6,35,1,False
0224_01,2,0,32.0,5.936652561184304,-20.0,1.6759677346873627,8.952935195495638,-20.0,5,42,1,False
0225_01,0,1,58.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,38,0,True
0229_01,0,0,24.0,1.4354692507258628,2.043720593757007,-20.0,7.776944569404245,4.88349335508715,5,43,1,False
0231_01,2,0,30.0,4.974738059674781,-20.0,0.0,9.02728506740759,-20.0,5,44,1,False
0232_01,0,1,27.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,36,1,False
0233_01,2,0,32.0,4.459039421626046,-20.0,6.390158215457884,8.768547810616344,-20.0,5,45,1,False
0234_01,0,0,43.0,6.202796524507015,8.083461959204831,-20.0,-20.0,-20.0,5,50,0,False
0237_01,1,1,42.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,11,0,True
0239_01,2,0,37.0,7.620845415605456,-20.0,-20.0,5.073755522485841,6.682070652338404,3,6,0,False
0240_01,2,1,35.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,52,0,True
0241_01,1,1,33.0,-20.0,-20.0,-20.0,-20.0,-20.0,4,11,0,False
0242_01,2,0,18.0,6.656750832700413,0.0,7.733449968422703,6.522796764163544,-20.0,5,46,1,False
0243_01,0,1,21.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,37,1,False
0244_01,2,1,43.0,-20.0,-20.0,-20.0,-20.0,-20.0,3,7,0,True
0244_02,2,1,14.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,47,1,True
0245_01,1,0,46.0,-20.0,10.107139036759284,-20.0,-20.0,2.043720593757007,2,6,0,True
0245_02,1,0,33.0,-20.0,4.989347607575808,7.930303122838131,7.501136269103146,11.836492430785178,2,6,0,False
0246_01,2,0,21.0,9.819406986121278,-20.0,6.541416091099892,3.58295291362733,-20.0,3,8,0,False
0248_01,1,0,33.0,-20.0,0.0,-20.0,11.463378800026591,8.337181959748229,2,10,1,False
0250_01,0,1,47.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,38,1,False
0251_01,1,1,54.0,-20.0,-20.0,-20.0,-20.0,-20.0,2,11,1,True
0252_01,0,0,30.0,6.747440864408662,7.741455027387867,7.396170408051321,-20.0,-20.0,5,53,0,False
0253_01,0,0,29.0,6.470274247290987,7.572348013799669,-20.0,-20.0,0.0,6,42,0,False
0254_01,0,0,21.0,7.755359141286742,5.870595047802678,7.012389531018656,0.7052984768275498,1.874470954528848,5,54,0,True
0255_01,1,1,24.0,-20.0,-20.0,-20.0,-20.0,-20.0,0,3,1,True
0257_01,2,0,21.0,8.979284716657693,-20.0,7.03862871178001,-20.0,-20.0,5,49,1,False
0257_02,2,1,60.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,49,1,True
0258_01,0,0,22.0,-20.0,-20.0,6.656750832700413,6.595830416022155,5.073755522485841,5,50,1,False
0260_01,1,0,26.0,-20.0,10.558867082670037,-20.0,8.223667430322546,9.28599727480167,4,16,1,False
0261_01,0,0,26.0,4.660801781619412,3.6673642917110305,-20.0,-20.0,7.942533027319619,5,56,0,False
0263_01,0,1,28.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,43,0,True
0265_01,1,1,39.0,-20.0,-20.0,-20.0,-20.0,-20.0,3,8,1,True
0267_01,0,0,13.0,5.387743159358676,-20.0,-20.0,7.854704974817631,0.0,5,51,1,False
0269_01,0,0,47.0,-20.0,6.254913673446146,7.5198511786558875,-20.0,-20.0,5,52,1,True
0270_01,0,0,63.0,-20.0,3.49237886176038,5.491212546385242,-20.0,8.556243722037648,5,59,0,False
0275_01,1,1,3.0,-20.0,-20.0,-20.0,-20.0,-20.0,3,9,1,True
0277_01,0,0,50.0,4.165880829163775,9.508687331304406,-20.0,4.391796560485724,-20.0,5,61,0,True
0278_01,0,0,35.0,-20.0,-20.0,-20.0,8.083461959204831,6.202796524507015,4,11,0,False
0278_02,0,0,45.0,-20.0,5.140191550360599,-20.0,2.8210907216764523,6.739433823374263,6,45,0,False
0281_01,0,0,19.0,-20.0,-20.0,9.303012667010794,-20.0,-20.0,5,63,0,True
0282_01,0,0,21.0,-20.0,8.13015529443548,-20.0,-20.0,-20.0,5,54,1,True
0283_01,0,1,29.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,46,0,True
0283_02,0,0,22.0,5.6594674438227015,7.657242847289824,0.0,-20.0,0.7052984768275498,5,64,0,True
0285_01,1,1,14.0,-20.0,-20.0,-20.0,-20.0,-20.0,4,16,0,True
0285_02,1,1,42.0,-20.0,-20.0,-20.0,-20.0,-20.0,4,16,0,True
0286_01,0,0,57.0,1.1293461709907573,8.602727735609523,3.6673642917110305,5.793230926558124,2.7366859571119715,5,65,0,False
0287_01,1,1,39.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,1,0,True
0287_02,1,0,28.0,-20.0,7.508182738666346,3.784142300054421,1.874470954528848,8.790395999529503,1,12,0,False
0288_01,0,0,19.0,-20.0,-20.0,-20.0,-20.0,7.985399598707035,5,55,1,False
0289_01,1,1,19.0,-20.0,-20.0,-20.0,-20.0,-20.0,2,12,1,True
0290_01,1,0,26.0,-20.0,10.442968539625417,-20.0,8.45749469826694,6.420745045201591,1,7,1,True
0290_02,1,1,17.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,7,1,True
0290_03,1,1,43.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,7,1,True
0290_04,1,0,9.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,7,1,True
0291_01,1,0,40.0,-20.0,11.02241930070303,5.01808877616404,8.3727427596098,-20.0,3,10,1,True
0294_01,1,1,50.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,8,1,True
0297_01,0,0,24.0,5.046215970802455,0.7052984768275498,8.649984735802347,3.0437121565820573,-20.0,6,47,0,True
